"popularity_score","title","artist","year","decade","original_vocal","categories","Social_singing","artist_review_flag","cleanup_notes"
"1","Blue Monday","Orgy","1998","90s","","Rock, Alternative Rock, Alternative Metal, Electronic, House","","",""
"1","Fiction (dreams in Digital)","Orgy","2000","2000s","","Alternative Metal, Electronic, Industrial Rock, Metal","","",""
"1","Still the One","Orleans","1976","70s","","Rock, Pop, Soft Rock","","",""
"1","Dreams to Remember","Otis Redding","","","","","","",""
"1","Hard to Handle","Otis Redding","1964","60s","Male","R&B, Soul, Blues, Blues Rock, Psychedelic Rock","","",""
"1","I've Been Loving You Too Long","Otis Redding","1982","80s","Male","R&B, Soul, Blues, Blues Rock, Psychedelic Rock","","",""
"1","Mr. Pitiful","Otis Redding","1967","60s","Male","R&B, Soul, Blues, Blues Rock, Psychedelic Rock","","",""
"1","Somewhere Out There","Our Lady Peace","2002","2000s","","Rock, Alternative Rock","","",""
"1","Superman's Dead","Our Lady Peace","1997","90s","","Rock, Alternative Rock","","",""
"1","Goodbye to Romance","Ozzy Osbourne","1980","80s","Male","Hard Rock, Pop Rock, Glam Metal, Heavy Metal, Metal","","",""
"1","Mississippi Queen","Ozzy Osbourne","2005","2000s","Male","Rock, Hard Rock, Classic Rock, Heavy Metal, Metal","","",""
"1","Over the Mountain","Ozzy Osbourne","1981","80s","Male","Rock, Hard Rock, Heavy Metal, Metal","","",""
"1","Paranoid","Ozzy Osbourne","1980","80s","Male","Hard Rock, Pop Rock, Glam Metal, Heavy Metal, Metal","","",""
"1","Sweet Leaf","Ozzy Osbourne","1982","80s","Male","Hard Rock, Pop Rock, Glam Metal, Heavy Metal, Metal","","",""
"1","Shake the Sugar Tree","Pam Tillis","1992","90s","Female","Country","","",""
"1","Meatloaf Lights","Paradise by the Dashboard","","","","","","",""
"1","Crushcrushcrush","Paramore","2007","2000s","","Rock, Alternative Rock, Pop Rock, Pop, Emo","","",""
"1","Flashlight","Parliament","1991","90s","","Funk","","",""
"1","Stuck in the Middle of Who","Parody of Steelers Wheel","","","","","","",""
"1","All Fired Up","Pat Benatar","1988","80s","Female","Rock, Hard Rock, Pop Rock, Pop","","",""
"1","We Belong to the Night","Pat Benatar","1992","90s","Female","Rock, Pop Rock, Classic Rock, Pop","","",""
"1","Heartbreaker","Pat Benetar","","","","","","",""
"1","Baby Doll","Pat Green","2001","2000s","Male","Country","","",""
"1","Born to Be Alive","Patrick Hernandez","1979","70s","Male","","","",""
"1","Star Spangled Banner","Patriotic","","","","","","",""
"1","Half as Much","Patsy Cline","1962","60s","Female","Country, Pop","","",""
"1","Lady Marmalade","Patti Labelle","1991","90s","Female","Soul","","",""
"1","On My Own Mcdonald","Patti Labelle & Michael","","","","","","",""
"1","Tennessee Waltz","Patti Page","1956","50s","Female","Country, Pop","","",""
"1","You Don'T Even Know Who I","Patty Am Loveless","","","","","","",""
"1","Halfway Down","Patty Loveless","1994","90s","Female","Country, Contemporary Country","","",""
"1","Hurt Me Bad (in a Real Good Way)","Patty Loveless","1991","90s","Female","Country, Contemporary Country","","",""
"1","Because the Night","Patty Smyth","","","","","","",""
"1","Sometimes Love Just Ain'T Enough","Patty Smyth & Don Henley","","","","","Duets","",""
"1","Times of Your Life","Paul Anka","1975","70s","Male","Pop","","",""
"1","I Do","Paul Brandt","1996","90s","Male","Country, Contemporary Country, Modern Country","","",""
"1","Ebony and Ivory","Paul Mccartney","1990","90s","Male","Rock, Pop Rock, Pop, Singer-Songwriter, Adult Contemporary","","",""
"1","Loves Me Like a Rock","Paul Simon","1973","70s","Male","Rock, Pop Rock, Classic Rock, Pop, Folk","","",""
"1","Slip Slidin' Away","Paul Simon","1977","70s","Male","Rock, Pop Rock, Pop, Folk, Singer-Songwriter","","",""
"1","Rush Rush","Paula Abdul","1991","90s","Female","Pop, Dance-Pop, New Jack Swing","","",""
"1","Reunited","Peaches & Herb","1979","70s","","","Duets","",""
"1","Don'T Let Me Cross Over","Pearl Butler & Carl","","","","","","",""
"1","I Am Mine","Pearl Jam","2001","2000s","","Rock, Alternative Rock, Hard Rock, Pop Rock, Classic Rock","","",""
"1","I'M a Woman","Peggy Lee","1963","60s","Female","Pop, Jazz","","",""
"1","Is That All There Is","Peggy Lee","1972","70s","Female","Pop, Blues, Jazz","","",""
"1","My Heart Belongs to Daddy","Peggy Lee","1953","50s","Female","Pop, Jazz","","",""
"1","When a Man Loves a Woman","Percy Sledge","1984","80s","Male","Soul","","",""
"1","You Have the Right to Remain Silent","Perfect Stranger","1995","90s","","Country","","",""
"1","Doris Day","Perhaps & Perhaps Perhaps","","","","","","",""
"1","Silent Night","Perry Como","1987","80s","Male","Country, Rock, Pop, Adult Contemporary, Jazz","","",""
"1","A World Without Love","Peter & Gordon","1964","60s","","Rock, Pop, Folk Rock","","",""
"1","Hard to Say I'M Sorry","Peter Cetera","2004","2000s","Male","Rock, Pop Rock, Pop, Adult Contemporary, Soft Rock","","",""
"1","The Book of Love","Peter Gabriel","2004","2000s","Male","Progressive Rock","","",""
"1","All I Ask of You (duet-Latin)","Phantom of the Opera","","","","","","",""
"1","Wishing You Were Somehow Here Again","Phantom of the Opera","","","","","","",""
"1","Don'T Lose My Number","Phil Collins","1985","80s","Male","Rock, Pop Rock, Classic Rock, Pop, Adult Contemporary","","",""
"1","Sussudio","Phil Collins","1985","80s","Male","Synth-Pop","","",""
"1","True Colors","Phil Collins","1998","90s","Male","Rock, Classic Rock, Pop, Adult Contemporary, Soft Rock","","",""
"1","Sea of Love","Phil Phillips & the Twilights","1987","80s","","","","",""
"1","Six Pack Summer","Phil Vassar","2000","2000s","Male","Country, Contemporary Country, Modern Country","","",""
"1","Phish","Free","2003","2000s","","Rock, Alternative Rock, Funk, Funk Rock, Jazz Fusion","","",""
"1","Pineapple Head","Crowded House","","","","","","",""
"1","Don'T Let Me Get Me","Pink","","","Female","Rock, Pop Rock, Pop, Dance-Pop, Electropop","","",""
"1","Mean","Pink","","","","","","",""
"1","Misery","Pink","","","","","","",""
"1","Nobody Knows","Pink","","","","","","",""
"1","There You Go","Pink","2000","2000s","Female","Rock, Pop Rock, Pop, Dance-Pop, Electropop","","",""
"1","Trouble","Pink","2003","2000s","Female","Rock, Pop Rock, Pop, Dance-Pop, Electropop","","",""
"1","What About Us","Pink","","","","","","",""
"1","Brain Damage","Pink Floyd","1985","80s","","Rock, Alternative Rock, Classic Rock, Progressive Rock, Psychedelic Rock","","",""
"1","Breathe","Pink Floyd","1989","80s","","Rock, Classic Rock, Blues Rock, Progressive Rock, Psychedelic Rock","","",""
"1","Us & Them","Pink Floyd","1974","70s","","Rock, Alternative Rock, Classic Rock, Progressive Rock","","",""
"1","Barbed Wire & Roses","Pinmonkey","2002","2000s","","Country, Contemporary Country, Alt-Country","","",""
"1","Corner of the Sky","Pippen","","","","","","",""
"1","Tulsa Time","Pistol Annies","2017","2010s","","Country","","",""
"1","International Love","Pitbull & Chris Brown","","","","","Duets","",""
"1","Timber","Pitbull Ft. Ke$ha","","","","","Duets","",""
"1","Monkey Gone to Heaven","Pixies","1989","80s","","Rock, Alternative Rock, Indie Rock, Punk Rock","","",""
"1","Pure Morning","Placebo","1998","90s","","Rock, Alternative Rock, Blues","","",""
"1","She Said","Plan B","2010","2010s","Male","Rock, Alternative Rock, Pop Rock, Pop, Hip-Hop","","",""
"1","Planet Earth","Duran Duran","","","","","","",""
"1","Baby Come Back","Player","1977","70s","","Rock, Classic Rock, Pop, Soft Rock","","",""
"1","Please Don't Leave Me (With Vocals)","Pink","","","","","","",""
"1","I'd Die Without You","Pm Dawn","","","","","","",""
"1","The Phantom of the Opera","Point of No Return","","","","","","",""
"1","Fallen Angel","Poison","1988","80s","","Rock, Hard Rock, Classic Rock, Glam Metal, Heavy Metal","","",""
"1","Unskinny Bop","Poison","1990","90s","","Rock, Alternative Rock, Hard Rock, Pop Rock, Classic Rock","","",""
"1","A Satisfied Mind","Porter Wagoner","1955","50s","Male","Country","","",""
"1","Before I Met You Parton","Porter Wagoner & Dolly","","","","","","",""
"1","Sour Times","Portishead","1994","90s","","Alternative Rock, Pop, Hip-Hop, Dance, Electronic","","",""
"1","The King of Rock 'N' Roll","Prefab Sprout","1988","80s","","Pop Rock, Pop, Art Pop, New Wave, Punk","","",""
"1","When Love Breaks Down","Prefab Sprout","1984","80s","","Pop Rock, Pop, Art Pop, New Wave, Punk","","",""
"1","Price to Play","Staind","","","","","","",""
"1","The Phantom of the Opera","Prima Donna","","","","","","",""
"1","Baby I'M a Star","Prince","1992","90s","Male","Rock, Pop Rock, Pop, Dance-Pop, R&B","","",""
"1","I Hate U","Prince","1995","90s","Male","R&B","","",""
"1","I Wanna Be Your Lover","Prince","1979","70s","Male","Dance-Pop, R&B, Soul, Disco, Electronic","","",""
"1","Pussy Control","Prince","1995","90s","Male","Rock, Pop Rock, Pop, Dance-Pop, R&B","","",""
"1","Baby IM a Star Revolution","Prince & the","","","","","","",""
"1","Just About Over You","Priscilla Block","2020","2020s","Female","Country","","",""
"1","Whiter Shade of Pale","Procol Harum","1988","80s","","Rock, Progressive Rock","","",""
"1","Bring the Noise","Public Enemy & Anthrax","","","","","","",""
"1","Psycho","Puddle of Mudd","2007","2000s","","Rock, Hard Rock, Pop, Alternative Metal, Post-Grunge","","",""
"1","Amy","Pure Prairie League","","","","","","",""
"1","Children's~animal Songs","Pussy Cat Pussy Cat","","","","","","",""
"1","Spread Your Wings","Queen","1977","70s","","Rock, Hard Rock, Pop Rock, Classic Rock, Pop","","",""
"1","The Show Must Go on","Queen","1991","90s","","Rock, Hard Rock, Pop Rock, Classic Rock, Baroque Pop","","",""
"1","You're My Best Friend","Queen","1981","80s","","Rock, Hard Rock, Pop Rock, Classic Rock, Baroque Pop","","",""
"1","Cell Block Tango Gray, Macy","Queen Latifah & Lil' Kim &","","","","","","",""
"1","Little Sister","Queens of the Stone Age","2005","2000s","","Rock, Alternative Rock, Hard Rock, Alternative Metal, Heavy Metal","","",""
"1","Another Rainy Night (without You)","Queensryche","1990","90s","","Rock, Hard Rock, Heavy Metal, Metal, Progressive Rock","","",""
"1","I Don'T Believe in Love","Queensryche","1988","80s","","Rock, Hard Rock, Heavy Metal, Metal","","",""
"1","Jet City Woman","Queensryche","1990","90s","","Rock, Hard Rock, Heavy Metal, Metal","","",""
"1","Question!","System of a Down","","","","","","",""
"1","Down Low Nobody Has to Know","R. Kelly","1996","90s","Male","Pop, Pop Rap, R&B, Contemporary R&B, Soul","","",""
"1","Feelin' on Yo Booty","R. Kelly","2000","2000s","Male","Hip-Hop, R&B, Soul","","",""
"1","I Wish","R. Kelly","2000","2000s","Male","Pop, Hip-Hop, R&B, Soul","","",""
"1","Ignition","R. Kelly","2003","2000s","Male","R&B, Soul","","",""
"1","Orange Crush","R.E.M.","1988","80s","","Rock, Alternative Rock, Pop, Punk","","",""
"1","Shiny Happy People","R.E.M.","1991","90s","","Rock, Alternative Rock, Electronic, Jazz","","",""
"1","Street Spirit","Radiohead","1995","90s","","Rock, Alternative Rock, Indie Rock, Art Pop, Britpop","","",""
"1","Keep Up","Raelynn","2020","2020s","Female","Country","","",""
"1","Love Triangle","Raelynn","2016","2010s","Female","Country","","",""
"1","How I Could Just Kill a Man","Rage Against the Machine","2000","2000s","","Rock, Alternative Rock, Hard Rock, Hip-Hop, Alternative Metal","","",""
"1","Stone Cold","Rainbow","1982","80s","","Rock, Hard Rock, Classic Rock, Glam Rock, Heavy Metal","","",""
"1","Carpenters - (ps)","Rainy Days & Mondays","","","","","","",""
"1","MI Golondrina","Ramon Ayala","2004","2000s","Male","Latin","","",""
"1","Fall Back Down","Rancid","2003","2000s","","Rock, Punk, Punk Rock","","",""
"1","Anything Goes","Randy Houser","2008","2000s","Male","Country, Modern Country, Country Pop, Rock, Blues","","",""
"1","Angels","Randy Travis","2004","2000s","Male","Country, Contemporary Country, Rock, Contemporary Christian, Country Rock","","",""
"1","Honky Tonk Moon","Randy Travis","1988","80s","Male","Country, Contemporary Country","","",""
"1","It's Just a Matter of Time","Randy Travis","1989","80s","Male","Country, Contemporary Country","","",""
"1","I Melt","Rascal Flatts","2002","2000s","","Country, Contemporary Country, Modern Country, Country Pop, Rock","","",""
"1","I'M Moving on","Rascal Flatts","","","","","","",""
"1","My Wish","Rascal Flatts","2006","2000s","","Country, Contemporary Country, Modern Country, Country Pop, Rock","","",""
"1","Lay It Down","Ratt","1985","80s","","Rock, Hard Rock, Pop Rock, Heavy Metal, Metal","","",""
"1","I Believe to My Soul","Ray Charles","1961","60s","Male","R&B, Soul, Blues, Jazz","","",""
"1","I Can'T Stop Loving You","Ray Charles","1973","70s","Male","R&B, Soul, Blues, Jazz","","",""
"1","Let's Go Get Stoned","Ray Charles","1966","60s","Male","R&B, Soul, Blues, Jazz","","",""
"1","Unchain My Heart","Ray Charles","1967","60s","Male","R&B, Soul, Blues, Jazz","","",""
"1","What'd I Say","Ray Charles","1967","60s","Male","R&B, Soul, Blues, Jazz","","",""
"1","Trouble","Ray Lamontagne","2002","2000s","Male","Folk, Indie Folk, Singer-Songwriter, Folk Rock","","",""
"1","Crazy Arms","Ray Price","1956","50s","Male","Country, Country Rock","","",""
"1","Heartaches by the Number","Ray Price","1959","50s","Male","Country, Singer-Songwriter","","",""
"1","Mississippi Squirrel Revival","Ray Stevens","2002","2000s","Male","Country, Pop","","",""
"1","The Streak","Ray Stevens (duet)","","","","","","",""
"1","How Blue","Reba McEntire","1984","80s","Female","Country, Americana, Bluegrass","","",""
"1","Is There Life Out There","Reba McEntire","1992","90s","Female","Country","","",""
"1","Night the Lights Went Out in Georgia","Reba McEntire","","","","","","",""
"1","Rumor Has It","Reba McEntire","1994","90s","Female","Country","","",""
"1","Somebody","Reba McEntire","","","","","","",""
"1","Sunday Kind of Love","Reba McEntire","","","","","","",""
"1","The Heart Is a Lonely Hunter","Reba McEntire","1998","90s","Female","Country","","",""
"1","Sleeping with the Telephone","Reba Mcentire & Faith Hill","","","","","","",""
"1","Nothings Real but Love","Rebecca Ferguson","","","","","","",""
"1","Soul to Squeeze","Red Hot CLILI Peppers","","","","","","",""
"1","Under the Bridge","Red Hot CLILI Peppers","","","","","","",""
"1","Aeroplane","Red Hot Chili Peppers","1994","90s","","Rock, Alternative Rock, Pop Rock, Funk, Funk Rock","","",""
"1","Cant Stop","Red Hot Chili Peppers","","","","","","",""
"1","Higher Ground","Red Hot Chili Peppers","1989","80s","","Rock, Alternative Rock, Funk Rock, Metal","","",""
"1","Hump De Bump","Red Hot Chili Peppers","2006","2000s","","Rock, Alternative Rock, Pop Rock, Indie Rock, Soul","","",""
"1","Tell Me Baby","Red Hot Chili Peppers with Vocals","","","","","","",""
"1","Snow (hey Oh)","Red Hot Chilli Peppers","","","","","","",""
"1","Your Guardian Angel","Red Jumpsuit Apparatus","2006","2000s","","Rock, Alternative Rock, Emo","","",""
"1","Lunatic Fringe","Red Rider","1981","80s","","Rock, Pop Rock, Classic Rock, Pop, Adult Contemporary","","",""
"1","Cotton Eyed Joe","Rednex","","","","Country, Country Pop, Pop, EDM, Electro","","",""
"1","I Like to Move It","Reel 2 Reel","","","","","","",""
"1","Rum and Coca-Cola","Reminiscing Series","","","","","","",""
"1","Poema De Amor","Renan Armendares Coello","","","","","","",""
"1","Ready to Go","Republica","1996","90s","","Rock, Alternative Rock, Pop Rock, Indie Rock, Pop","","",""
"1","They-Say Vision","Res","2001","2000s","Female","Soul","","",""
"1","Better Than It Used to Be","Rhett Akins","1998","90s","Male","Country, Contemporary Country, Country Pop","","",""
"1","Kiss My Country Ass","Rhett Akins","2006","2000s","Male","Country","","",""
"1","Desnuda","Ricardo Arjona","1998","90s","Male","Pop, Latin, Latin Pop","","",""
"1","La Cima Del Cielo","Ricardo Montaner","1989","80s","Male","Pop, Latin Pop","","",""
"1","Angelia","Richard Marx","1989","80s","Male","Rock, Classic Rock, Pop, Adult Contemporary, Soft Rock","","",""
"1","Hazard (the River)","Richard Marx","","","","","","",""
"1","Hold on to the Nights","Richard Marx","1987","80s","Male","Rock, Pop Rock, Classic Rock, Pop, Adult Contemporary","","",""
"1","Now and Forever","Richard Marx","1993","90s","Male","Rock, Pop Rock, Classic Rock, Pop, Singer-Songwriter","","",""
"1","Bamba","Richie - La Valens","","","","","","",""
"1","I'll Leave This World Loving You","Ricky Van Shelton","1988","80s","Male","Country","","",""
"1","Statue of a Fool","Ricky Van Shelton","1990","90s","Male","Country","","",""
"1","Don'T Stop the Music","Rihana","","","","","","",""
"1","Don'T Stop the Music","Rihanna","2007","2000s","Female","Classic Rock, Pop, Dance-Pop, Electropop, R&B","","",""
"1","Hate That I Love You","Rihanna","2008","2000s","Female","Pop, Dance-Pop, R&B, Soul","","",""
